"id","title","description","category_id","code","barcode","author_id","last_version_update","version","thumbnail","video_script","created_at","updated_at","billing","payment","show_price","deleted_at","slug"
"25","{""en"":""Zain Cash""}","{""en"":""<p>Zain Cash stands as a beacon of security and convenience in the realm of online financial services. As your trusted partner, Zain Cash ensures that all your online payments are not only easy but also encompassed with the highest levels of security and safety. Whether you're handling personal transactions or managing business finances, Zain Cash provides a secure and reliable platform for all your online payment needs.<\/p><p>Moreover, Zain Cash excels in simplifying your daily life with its rapid and efficient mobile phone recharge services. Catering to both prepaid and postpaid lines in Jordan, our service guarantees that your mobile recharge is completed swiftly and effortlessly, in less than a minute.<\/p><p>Our portfolio management feature is designed with user convenience in mind. Zain Cash offers a myriad of options for both depositing and withdrawing funds from your wallet, giving you the flexibility to manage your finances as per your needs. This ease of portfolio management ensures that you have complete control over your financial transactions, with all operations just a few clicks away.<\/p><p>Optimized with keywords like 'secure online payments', 'mobile phone recharge', 'easy portfolio management', 'funds deposit and withdrawal', and 'Zain Cash services', this description is aimed at enhancing Zain Cash's online presence. It positions Zain Cash as a comprehensive solution for users seeking an all-encompassing, secure, and efficient platform for managing their financial transactions.<\/p>""}","13","124","22124","3","2023-11-23 14:07:52","1.0","uploads/product/1704458251/A13 copy.png",,"23/11/2023 14:07:52","29/12/2024 20:33:53",,,"1",,"zain-cash"
"26","{""en"":""Zarinpal""}","{""en"":""<p>Zarinpal: Revolutionizing E-Commerce Payments for Over a Decade<\/p><p>As Iran's pioneering payment gateway, Zarinpal has been at the forefront of e-commerce development, contributing significantly to the growth of Iran's GDP through innovative e-commerce solutions. With over ten years of expertise, Zarinpal has consistently supported both small and large businesses, smoothing their journey towards expansion and success. Our commitment to understanding and addressing the unique needs of businesses has led to the creation of a diverse range of payment solutions, setting us apart as the country's first payer.<\/p><p>Our mission is to transform the landscape of traditional business models, fostering a more efficient and dynamic e-commerce environment. By developing a robust financial infrastructure and offering cutting-edge payment services, Zarinpal is not just facilitating transactions but is actively involved in shaping a better future for businesses in Iran. Whether it's simplifying payment processes or introducing innovative payment methods, Zarinpal remains dedicated to enhancing the e-commerce experience for businesses and customers alike. Join us in our journey towards a more prosperous e-commerce ecosystem.<\/p>""}","13","125","22125","3","2023-11-23 14:08:22","1.0","uploads/product/1704458799/A14 copy.png",,"23/11/2023 14:08:22","29/12/2024 20:33:53",,,"1",,"zarinpal"
"27","{""en"":""Luxota WhatsApp Service""}","{""en"":""<h3>Overview of Luxota WhatsApp Service<\/h3><p>Luxota's WhatsApp service offers <strong>unlimited messaging<\/strong> capabilities, providing a cost-effective alternative to traditional WhatsApp API pricing, which typically charges clients between <strong>1.5 to 4 cents per conversation<\/strong>. By integrating this service within the Luxota platform, you can streamline communication and automate various notifications at no additional messaging cost.<br>&nbsp;<\/p><p>In order to use this service, you must have account and charge on below website:<br><a href=\""https:\/\/ultramsg.com\/\"">https:\/\/ultramsg.com\/<\/a><\/p><p>- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -&nbsp;<\/p><h3>Key Features<\/h3><h4>1. <strong>Unlimited Messaging<\/strong><\/h4><p>This service allows you to send <strong>unlimited messages<\/strong> without worrying about escalating costs, making it an excellent option for travel agencies or businesses that rely on frequent notifications to their customers and staff.<\/p><h4>2. <strong>Automated Notifications for 45+ Events<\/strong><\/h4><p>The service supports automated messaging for more than <strong>45 types of events<\/strong> on the platform, including:<\/p><ul><li><strong>OTP (One-Time Password)<\/strong> for secure logins<\/li><li><strong>Ticketing notifications<\/strong> for purchases and issues<\/li><li><strong>Paid invoice confirmations<\/strong><\/li><li><strong>Sign-up confirmations<\/strong> These messages are triggered automatically based on actions taken by users or staff on the platform.<\/li><\/ul><h4>3. <strong>Customizable Message Templates<\/strong><\/h4><p>From Luxota's <strong>backoffice<\/strong>, administrators can create <strong>unique templates<\/strong> for each event. When a trigger occurs (such as a purchase or invoice), the pre-defined message template is sent instantly, ensuring consistent and professional communication. Each message template can be customized to reflect your branding and specific communication needs.<\/p><h4>4. <strong>Staff Notifications<\/strong><\/h4><p>The service isn't limited to customer communications. You can also set it up to send real-time <strong>notifications to your staff<\/strong> about important events such as:<\/p><ul><li>Purchase completions<\/li><li>Ticketing issues<\/li><li>System errors or failures This helps keep your team informed and responsive at all times.<\/li><\/ul><p>- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -&nbsp;<\/p><h3>Benefits of Luxota WhatsApp Service<\/h3><ul><li><strong>Cost Efficiency:<\/strong> No per-conversation charges, offering a substantial saving compared to standard WhatsApp API costs.<\/li><li><strong>Instant Communication:<\/strong> Automatic triggers ensure that messages are sent immediately without manual intervention.<\/li><li><strong>Full Control and Customization:<\/strong> From the backoffice, you have complete control over message templates, ensuring personalized and accurate communication for every event.<\/li><li><strong>Versatility:<\/strong> Whether it's for customer engagement or internal staff notifications, this service handles a wide variety of messaging scenarios.<\/li><\/ul><p>By integrating this feature into your Luxota platform, you can enhance both customer communication and internal processes with ease and reliability.<\/p>""}","48","126","24126","3","2023-11-23 14:09:11","1.0","uploads/product/1704461450/B04 copy.png",,"23/11/2023 14:09:11","5/3/2025 14:36:17",,"Monthly Subscription","1",,"luxota-whatsapp-service"
"28","{""en"":""Business Email Hosting & Setup Service (Luxota Mail Server)""}","{""en"":""<p>Our <strong>Business Email Hosting &amp; Setup Service<\/strong> provides a comprehensive, professional-grade email solution tailored to meet the demands of growing businesses. With features such as high-volume email sending, secure communication, and a fully customizable webmail interface, we ensure that your business communication is seamless, reliable, and secure.<\/p><p>- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -&nbsp;<\/p><h3><strong>SERVICE OVERVIEW<\/strong><\/h3><ul><li><strong>Number of Accounts<\/strong>: 5 email accounts (billed at $4\/month per account with a 6-month subscription).<\/li><li><strong>Daily Sending Limit<\/strong>: 2,000 emails per inbox per day (6,000 total daily across all accounts). Unlimited receiving.<\/li><li><strong>Domain Hosting<\/strong>: 1 domain (e.g., yourname@YourSiteName.com).<\/li><li><strong>Storage Capacity<\/strong>: 5 GB of email storage per account.<\/li><li><strong>Certified<\/strong>: Full certification ensuring compliance with anti-spam standards.<\/li><li><strong>Setup and Configuration<\/strong>: Free of charge for initial setup and configuration.<\/li><\/ul><p>- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -&nbsp;<\/p><h3><strong>SERVICE FEATURES<\/strong><\/h3><h4><strong>1. Email Account Details:<\/strong><\/h4><ul><li><strong>Number of Accounts<\/strong>: We provide setup and configuration for up to 5 users, each charged at <strong>$4 per month<\/strong> with a minimum of a 6-month subscription.<\/li><li><strong>Daily Email Sending Limit<\/strong>: Each account has a limit of <strong>2,000 emails per day<\/strong>, with an overall maximum of <strong>6,000 emails per day<\/strong> for all accounts combined. Incoming emails are <strong>unlimited<\/strong>.<\/li><\/ul><h4><strong>2. Domain-Specific Email Hosting:<\/strong><\/h4><ul><li>We offer hosting for <strong>1 custom domain<\/strong> (e.g., you@YourSiteName.com), helping your business establish a professional brand identity with domain-specific emails.<\/li><\/ul><h4><strong>3. Certified &amp; Spam-Free Communication:<\/strong><\/h4><ul><li>The service is fully <strong>certified<\/strong> to comply with anti-spam regulations, ensuring that your emails are trusted, verified, and not marked as spam.<\/li><\/ul><h4><strong>4. Storage Capacity:<\/strong><\/h4><ul><li>Each user account includes <strong>5 GB of secure storage<\/strong>, offering ample space for emails, attachments, and data backups.<\/li><\/ul><h4><strong>5. Webmail Portal<\/strong>:<\/h4><ul><li><strong>User-Friendly Webmail Portal<\/strong>: Accessible from any device, the webmail interface allows users to manage emails directly from their browser. It supports all essential features such as inbox management, sending and receiving emails, and customizable settings.<\/li><\/ul><p>- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -&nbsp;<\/p><h3><strong>SCOPE OF SERVICE<\/strong><\/h3><p>We ensure a full range of services that cover the entire process from server setup to email configuration:<\/p><p><strong>1. Mail Server Setup<\/strong>:<\/p><ul><li>We will set up the mail server on your desired domain, ensuring a stable and secure email hosting environment.<\/li><\/ul><p><strong>2. Email Account Registration<\/strong>:<\/p><ul><li>Up to 5 email accounts will be registered based on your specific needs and configured to work seamlessly with your domain.<\/li><\/ul><p><strong>3. Luxota Platform Integration<\/strong>:<\/p><ul><li>As part of our service, we will assist in configuring one email account to integrate with the <strong>Luxota platform<\/strong>, making workflow management smoother for your team.<\/li><\/ul><p><strong>4. Webmail Portal Delivery<\/strong>:<\/p><ul><li>The webmail portal will be delivered to you, fully tested to ensure it supports both sending and receiving emails without issues.<\/li><\/ul><p>- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -&nbsp;<\/p><h3><strong>EXCLUSIONS<\/strong><\/h3><ul><li><strong>Third-Party Email Applications<\/strong>:<ul><li>While we ensure your email server is fully operational and the webmail portal is ready, our service <strong>does not include configuration<\/strong> for third-party email clients such as Outlook, Gmail, etc. We can provide basic guidance on how to connect to these platforms, but the setup will not be handled by us.<\/li><\/ul><\/li><\/ul><p>- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -&nbsp;<\/p><h3><strong>ADDITIONAL FEATURES<\/strong><\/h3><p><strong>1. 99.9% Uptime Guarantee<\/strong>:<\/p><ul><li>Our email hosting service offers a 99.9% uptime guarantee, ensuring that your communication is always available without interruptions.<\/li><\/ul><p><strong>2. Secure Communication<\/strong>:<\/p><ul><li>All communications are secured with <strong>SSL\/TLS encryption<\/strong>, safeguarding your emails from unauthorized access and ensuring the highest level of privacy.<\/li><\/ul><p><strong>3. Spam and Malware Protection<\/strong>:<\/p><ul><li>Built-in filters automatically block spam, phishing attempts, and malware to ensure that your inbox stays clean and secure.<\/li><\/ul><p><strong>4. Customizable Email Settings<\/strong>:<\/p><ul><li>Easily configure autoresponders, email forwarding, and other preferences to customize your email service to suit your business needs.<\/li><\/ul><p><strong>5. Scalability<\/strong>:<\/p><ul><li>As your business grows, you can easily scale up the service by adding more email users or increasing storage capacity.<\/li><\/ul><p>- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -&nbsp;<\/p><h3><strong>WHY CHOOSE OUR BUSINESS EMAIL HOSTING?<\/strong><\/h3><ul><li><strong>Affordable Pricing<\/strong>: With just <strong>$4 per user per month<\/strong>, our service provides a cost-effective solution for professional-grade business email hosting.<\/li><li><strong>No Setup Fees<\/strong>: We handle the initial setup and configuration completely <strong>free of charge<\/strong>, saving you time and money.<\/li><li><strong>Professional Branding<\/strong>: A domain-specific email (e.g., you@yourcompany.com) gives your business a professional edge.<\/li><li><strong>Dedicated Support<\/strong>: Our team is available to assist with any questions or issues to ensure that your service runs smoothly.<\/li><\/ul><p>- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -&nbsp;<\/p><h3><strong>GET STARTED TODAY<\/strong><\/h3><p>Get in touch with us to set up your <strong>Business Email Hosting<\/strong> service. Let us provide you with a secure, reliable, and professional email solution tailored to your business needs.<\/p><p>&nbsp;<\/p><p>&nbsp;<\/p><p>&nbsp;<\/p>""}","14","127","40127","3","2023-11-23 14:09:37","1.0","uploads/product/1704460658/B01.png",,"23/11/2023 14:09:37","29/12/2024 20:33:53",,"Monthly Subscription","1",,"business-email-hosting-&-setup-service-(luxota-mail-server)"
"29","{""en"":""Android App""}","{""en"":""<p>Experience Innovation at Your Fingertips with Our Cutting-Edge Android App<\/p><p>Our Android app, designed with precision and user-friendliness in mind, is a game-changer in the mobile application landscape. Created for the diverse and expansive Android user base, our app promises an intuitive and seamless experience, tailored to meet the needs of modern smartphone users.<\/p><p>Leveraging the versatility and widespread popularity of the Android platform, our app offers a unique combination of functionality, efficiency, and aesthetic appeal. Whether you are seeking entertainment, productivity, or utility, our app delivers with exceptional performance and reliability.<\/p><p>Key features include a user-centric interface, smooth navigation, and rapid loading times, ensuring a hassle-free and enjoyable user experience. Advanced security measures are integrated to protect user data, making our app a trusted choice for Android users.<\/p><p>Stay connected, productive, and entertained with our Android app, where innovation meets convenience. Ideal for both personal and professional use, our app is optimized for all Android devices, providing a consistent and high-quality experience across various models and versions.<\/p><p>Embrace the power of Android with our app, where cutting-edge technology and user satisfaction converge to create an unforgettable mobile experience.<\/p>""}","18","128","27128","3","2023-11-23 14:10:19","1.0","uploads/product/1704521488/C01 copy.png",,"23/11/2023 14:10:19","29/12/2024 20:33:53",,,"1",,"android-app"
"30","{""en"":""IOS App""}","{""en"":""<p><strong>Discover Elegance and Efficiency with Our Premium iOS App<\/strong><\/p><p>Embrace the future of mobile technology with our revolutionary iOS app, meticulously crafted to harness the full potential of Apple's platform. Designed to blend seamlessly with the sophisticated iOS ecosystem, our app provides an unparalleled user experience, setting new standards in functionality and design.<\/p><p>Our iOS app stands out with its intuitive interface, stunning graphics, and smooth, responsive navigation, ensuring users enjoy a premium and effortless interaction every time. Catering to the discerning needs of iPhone and iPad users, the app is optimized for both efficiency and elegance, making it a must-have on every Apple device.<\/p><p>Key features include innovative functionality, state-of-the-art security protocols to safeguard user data, and seamless integration with iOS features like Siri, Face ID, and Apple Pay. Whether for personal enjoyment, productivity, or lifestyle enhancement, our app delivers exceptional performance and reliability.<\/p><p>Experience the pinnacle of mobile app development with our iOS app, where cutting-edge technology meets exquisite design. Perfect for users who value quality and sophistication, our app is a testament to what the iOS platform can achieve, offering a unique and enriching user experience tailored to the high standards of Apple enthusiasts.<\/p><p>Transform your iOS device into a hub of innovation and style with our app, where every interaction is an adventure in technology and design.<\/p><p>&nbsp;<\/p><ul><li><strong>Activation fee for AppStore: USD 400 One Time Payment&nbsp;<\/strong><br><strong>will added to the subscription fee&nbsp;<\/strong><\/li><\/ul>""}","19","129","28129","3","2023-11-23 14:10:37","1.0","uploads/product/1704521697/C02 copy.png",,"23/11/2023 14:10:37","29/12/2024 20:33:53",,,"1",,"ios-app"
"31","{""en"":""API OUT to 3rd Party""}","{""en"":""<p>Integrate Seamlessly with Our Advanced Third-Party API<\/p><p>Unlock the full potential of your digital solutions with our robust Third-Party API, designed to ensure seamless integration and interoperability with a wide range of external services and platforms. Our API acts as a versatile bridge, connecting your systems to a diverse ecosystem of third-party applications, enhancing functionality and expanding capabilities.<\/p><p>Crafted for developers and businesses alike, our API facilitates smooth data exchange and functionality between your systems and external services. Whether you're looking to integrate with payment gateways, social media platforms, data analytics tools, or any other third-party service, our API provides a reliable and secure means of connection.<\/p><p>Key features include high scalability to handle varying loads, comprehensive documentation for easy integration, and strong security protocols to protect data integrity and privacy. Our API supports various programming languages and frameworks, making it a flexible solution for diverse development needs.<\/p><p>Elevate your software solutions with our Third-Party API, where efficiency, compatibility, and security are at the forefront. Ideal for businesses aiming to enhance their digital offerings, our API provides the tools needed for innovative and effective third-party integrations.<\/p><p>Experience the power of seamless integration and expanded functionality with our Third-Party API, your gateway to a world of endless possibilities in digital connectivity and interoperability.<\/p>""}","20","130","29130","3","2023-11-23 14:11:18","1.0","uploads/product/1704523610/D01 copy.png",,"23/11/2023 14:11:18","29/12/2024 20:33:53",,,"1",,"api-out-to-3rd-party"
"32","{""en"":""Parto CRS""}","{""en"":""<p>Parto CRS: Your Gateway to Global Wholesale Travel Deals in the Middle East<\/p><p>Discover unparalleled travel solutions with Parto CRS, the leading online wholesaler in the Middle East, offering an extensive range of global deals. Specializing in providing top-notch services to travel companies, Parto CRS stands out as a premier choice for professionals seeking the best for their clients. Our platform is accessible 24\/7, ensuring that you can tap into our vast resources at your convenience, from anywhere in the world.<\/p><p>Our state-of-the-art booking engine, available at PartoCRS.com, is a testament to user-centric design and advanced technology. It combines ease of use with powerful functionality, meeting the sophisticated needs of today's travel industry experts. With Parto CRS, you gain access to multi-GDS content and third-party content connectors, seamlessly integrated with both scheduled airline and LCC host systems. This integration opens doors to the lowest consolidated airfares, giving you a competitive edge in the market.<\/p><p>Moreover, Parto CRS boasts an impressive portfolio of over 2,500,000 hotels worldwide, offering exclusive rates to travel companies. This vast selection ensures that no matter the destination, you have access to the best accommodations at unbeatable prices.<\/p><p>Choose Parto CRS for a seamless, efficient, and comprehensive travel booking experience. We are not just a platform; we are your partner in redefining travel services in the Middle East and beyond. Experience the future of travel wholesaling with Parto CRS, where global connections, exclusive deals, and 24\/7 availability converge to create unmatched value for travel professionals.<\/p>""}","35","131","44131","3","2024-01-04 09:25:50","1.0","uploads/product/1704446221/15 copy.png",,"4/1/2024 09:25:50","29/12/2024 20:33:53",,,"1",,"parto-crs"
"33","{""en"":""FlyErbil""}","{""en"":""<p>Fly Erbil: Revolutionizing Air Travel with Smart Online Booking System<\/p><p>Embark on a seamless air travel journey with Fly Erbil, your ultimate companion in flight booking. Our innovative online booking system is designed to transform your flight search and booking experience into a smooth, efficient, and enjoyable process. With Fly Erbil, you can effortlessly navigate the skies.<\/p><p>Our smart user interface stands at the forefront of our system, offering intuitive navigation and ease of use that caters to all travelers. Whether you are planning a quick business trip or a leisurely vacation, our platform provides a hassle-free way to find and book flights. The seamless integration of advanced features ensures that you can search and book flights swiftly, without any complications.<\/p><p>Experience the convenience of fast flight searches with Fly Erbil. Our powerful search engine swiftly sifts through numerous flight options to present you with choices that best match your preferences and itinerary. The booking process is just as streamlined, ensuring you can secure your flight in just a few clicks.<\/p><p>Choose Fly Erbil for a stress-free flight booking experience. Our dedicated support team is always available to assist you, ensuring that your travel planning is as smooth as the flight itself. With Fly Erbil, you're not just booking a flight; you're choosing a journey that's comfortable, efficient, and tailored to your needs.<\/p><p>Discover the future of online flight booking with Fly Erbil, where smart technology meets unparalleled convenience.<\/p>""}","11","132","20132","3","2024-01-04 09:29:47","1.0","uploads/product/1704438098/07 copy.png",,"4/1/2024 09:29:47","29/12/2024 20:33:53",,,"1",,"flyerbil"
"34","{""en"":""iTours""}","{""en"":""<p>Itours DMCC: Your Premier Destination for Exceptional Travel Services<\/p><p>At Itours DMCC, we redefine the essence of travel and tourism, standing out as a distinguished travel agent and tour operator committed to excellence. Upholding the highest standards in the industry, we cater to a diverse clientele, from corporate travelers to vacation seekers, ensuring each journey is as unique as our clients.<\/p><p>Our unwavering commitment to exceptional service has positioned us as a leader in the travel sector. We go beyond the conventional to deliver experiences that exceed expectations. With strategic partnerships and extensive experience, Itours DMCC has mastered the art of personalized travel, offering tailored solutions that align with individual preferences and requirements.<\/p><p>Whether you're planning a corporate trip or a leisurely vacation, Itours DMCC is equipped to handle all your travel needs with utmost care and precision. Our services encompass a wide range of travel arrangements, ensuring a seamless and memorable travel experience. From flight bookings to accommodation, guided tours to exclusive experiences, we've got it all covered.<\/p><p>Choose Itours DMCC for a travel experience that combines luxury, comfort, and unparalleled service. Our team of dedicated professionals is committed to ensuring your travel experience is nothing short of extraordinary. Trust us to be your guide and companion in exploring the world in ways you've never imagined.<\/p><p>Embark on your next journey with Itours DMCC, where every trip is an adventure waiting to be cherished. Experience travel at its finest with us, where your satisfaction is our ultimate goal.<\/p>""}","34","133","43133","3","2024-01-04 09:30:38","1.0","uploads/product/1704440286/12 copy.png",,"4/1/2024 09:30:38","29/12/2024 20:33:53",,,"1",,"itours"
"35","{""en"":""City Net""}","{""en"":""<p>City Net: Transforming Lives and Ending Homelessness<\/p><p>City Net, established in Long Beach, CA in 2003, is dedicated to breaking the cycle of homelessness. We strive to reduce homelessness to functional zero by offering collaborative, data-driven solutions and supportive services. Our approach involves streamlining services through partnerships with faith groups, government entities, and nonprofits, significantly impacting homelessness reduction.<\/p><p>Expanding beyond Long Beach, City Net has replicated its effective model across California. Our comprehensive services include street outreach, case management, housing navigation, and operating non-congregate shelters. We've successfully transitioned over 3,000 individuals from streets to stable housing, with a retention rate of over 92%.<\/p><p>We focus on mobilizing community resources and coordinating care in shelters and public spaces, aiming to provide a stable environment where individuals can focus on long-term housing solutions. Join City Net in our mission to end homelessness, where every action contributes to a future where everyone has a place to call home.<\/p>""}","36","134","43134","3","2024-01-04 09:31:18","1.0","uploads/product/1704445431/20 copy.png",,"4/1/2024 09:31:18","29/12/2024 20:33:53",,,"1",,"city-net"
"37","{""en"":""Iraqi Airways - kPlus Turkey""}","{""en"":""<p><strong>This service is including \u201cIraqi Airways\u201d&nbsp;<\/strong><\/p><p>For the activation of Open-Return you may subscribe from <a href=\""https:\/\/market.luxota.net\/product\/Open-Return%20of%20Flight%20Tickets\"">this link<\/a><\/p><p>-------------------------------------------------------------------------------------------------<\/p><p>Leading the Way in Technology and Innovation Since 2013<\/p><p>Founded in 2013, our company stands at the forefront of addressing the growing demands for technological infrastructure and sector-specific needs. At our core, we are a team of passionate software enthusiasts, constantly asking ourselves, \""How can we make this easier?\"" This ethos drives us to deliver innovative solutions that simplify and enhance our clients' operations.<\/p><p>Boasting a wealth of experience and expertise, our team comprises veteran software developers who are not just skilled in their craft but also deeply knowledgeable about various industry sectors. This unique combination allows us to create software products and applications that are not only innovative but also highly relevant and effective.<\/p><p>Our journey has been marked by the continuous expansion and enhancement of our technological infrastructure. We pride ourselves on using our sectoral knowledge and experience to develop and refine applications that meet and exceed contemporary standards.<\/p><p>Our mission is to empower our customers with accurate, reliable, and up-to-date technological solutions. We aim to help them gain a competitive edge in their respective fields, ultimately leading to increased profitability and success.<\/p><p>Choose us for your technological needs and experience the difference that comes with a seasoned, innovative, and customer-focused software development team. Together, we can drive your business forward with cutting-edge technology solutions tailored to your unique challenges.<\/p>""}","11","136","43136","3","2024-01-04 09:32:56","1.0","uploads/product/1720685457/02.png",,"4/1/2024 09:32:56","29/12/2024 20:33:53",,"Monthly Subscription","1",,"iraqi-airways---kplus-turkey"
"38","{""en"":""Jazeera Airways""}","{""en"":""<p>Jazeera Airways: Redefining Air Travel in the Middle East Since 2004<\/p><p>Jazeera Airways, established in April 2004, holds the distinction of being the first non-government owned airline in the Middle East, and remains a prominent player in the region's private aviation sector. Our airline proudly connects more than 50 destinations across the Middle East, Central &amp; South Asia, and Europe, emphasizing reliability and excellence in our service.<\/p><p>Operating a fleet of modern Airbus A320 and A320neo aircraft, Jazeera Airways is renowned for its commitment to quality and comfort, evidenced by our signature leather seats. In June 2018, we became the first airline in the Middle East to introduce the advanced A320neo into our fleet, reinforcing our position as an industry innovator.<\/p><p>Our exclusive Terminal 5 (T5) at Kuwait International Airport symbolizes our dedication to passenger convenience, offering dedicated check-in, swift immigration, and easy transfer processes. Jazeera Airways is not just about travel; it's about an enhanced travel experience.<\/p><p>Economy Class on Jazeera Airways is synonymous with value and quality. Passengers enjoy complimentary Jazeera Screens in-flight entertainment and can purchase from a diverse Jazeera Caf\u00e9 menu. Options to upgrade to Priority, Preferred, or XL\/Extra Legroom Seats ensure comfort tailored to individual needs.<\/p><p>Booking flights with Jazeera Airways is effortless, thanks to our user-friendly website and mobile app, offering the best fares and Travel Extras. Our dependable cargo services, catering to both large and small shipments, extend our commitment to reliability beyond passenger travel.<\/p><p>As a publicly-traded company on the Kuwait Stock Exchange and an IATA member, Jazeera Airways adheres to the highest international standards of safety and security in aviation.<\/p><p>Fly with Jazeera Airways and experience the pinnacle of Middle Eastern aviation, where every journey is about more than just travel \u2013 it's about creating memorable experiences in the sky.<\/p>""}","11","137","20137","3","2024-01-04 09:33:41","1.0","uploads/product/1704438316/08 copy.png",,"4/1/2024 09:33:41","29/12/2024 20:33:53",,,"1",,"jazeera-airways"
"39","{""en"":""UR Airline""}","{""en"":""<p>UR Airlines: Your Trusted Iraqi Airline Since 2018<\/p><p>Established in 2018 and fully compliant with Iraqi law, UR Airlines is a proud private national carrier of Iraq, holding a prestigious Air Operation Certificate (AOC). Launching its inaugural flights in 2019, UR Airlines has rapidly grown to become a key player in the aviation industry, connecting passengers to a variety of domestic and international destinations.<\/p><p>Our journey of growth has been marked by significant fleet expansion, increased flight frequencies, and the introduction of new routes, both within Iraq and abroad. At UR Airlines, our commitment is to provide passengers with the utmost comfort, reliability, and affordable pricing, making air travel accessible and enjoyable for all.<\/p><p>We strive to be your preferred travel partner, offering delightful flight experiences to diverse destinations. Our dedicated and skilled team works tirelessly to ensure that every journey with UR Airlines is memorable, prioritizing your comfort and satisfaction from takeoff to landing.<\/p><p>As we continue to evolve and expand, every member of UR Airlines eagerly anticipates welcoming you aboard. Choose UR Airlines for your next journey and experience the warmth, professionalism, and excellence that define our service.<\/p><p>Fly with UR Airlines, where every flight is a testament to our dedication to your travel needs, delivering quality, comfort, and reliability at every step of your journey.<\/p><p>&nbsp;<\/p>""}","11","138","20138","3","2024-01-04 09:35:21","1.0","uploads/product/1704438465/09 copy.png",,"4/1/2024 09:35:21","29/12/2024 20:33:53",,,"1",,"ur-airline"
"40","{""en"":""Iran Air Tours""}","{""en"":""<p>Iran Air Tours: Bridging Destinations since 1973<\/p><p>Established in 1973 as a subsidiary of the flagship carrier Iran Air, Iran Air Tours has been a cornerstone in the aviation industry of the Islamic Republic of Iran. Known for its reliability and expansive service, the airline was privatized in 2011 following amendments in Article 44 of the Iranian Constitution, yet it continues to maintain its close relationship with its parent company, Iran Air.<\/p><p>Operating primarily from Tehran Mehrabad Airport, Iran Air Tours offers an extensive network of scheduled domestic flights within Iran. Additionally, the airline extends its reach to regional destinations in the Middle East, along with offering charter services to various international locations.<\/p><p>Renowned for its commitment to safety, comfort, and customer service, Iran Air Tours is a top choice for travelers seeking efficient and reliable air travel within Iran and beyond. Whether for business or leisure, our flights are designed to provide a seamless and enjoyable experience.<\/p><p>With Iran Air Tours, passengers have the opportunity to explore a myriad of destinations while enjoying the quality and excellence that comes with one of Iran's most established airlines. Fly with us and discover the ease and convenience of traveling with a carrier that truly understands the essence of exceptional air travel.<\/p>""}","11","139","20139","3","2024-01-04 09:37:28","1.0","uploads/product/1704438655/10 copy.png",,"4/1/2024 09:36:57","29/12/2024 20:33:53",,,"1",,"iran-air-tours"
