"id","title","code","crm_subject_id","agency_id","departemant_id","is_closed","created_at","updated_at","lastupdatemessage","subject_id"
"339","Add the name of the accounts entry employee to each accounting process","10338","1","258","2","1","2/3/2024 14:09:31","27/8/2025 11:53:29","27/8/2025 11:53:29","0"
"340","ویتنگ ایشو رزروهای فلای دبی از السفاری","10339","1","258","2","1","3/3/2024 09:13:40","15/9/2024 23:16:07","15/9/2024 23:16:07","0"
"341","Trial website activation ","10340","1","61","2","1","4/3/2024 12:25:53","6/3/2024 10:21:34","6/3/2024 10:21:34","0"
"342","Online Payment Gateway Access","10341","1","188","2","2","4/3/2024 23:32:10","5/4/2024 17:11:06","5/4/2024 17:11:06","0"
"343","بستن درگاه لبنان برای عملیات شارژ ","10342","1","258","2","1","5/3/2024 16:33:14","15/9/2024 23:17:25","15/9/2024 23:17:25","0"
"344","API Integration with ""Travelergate.app""","10343","1","379","2","1","6/3/2024 15:24:07","6/3/2024 16:17:18","6/3/2024 16:17:18","0"
"345","Payment gateway integration bascket not added ","10344","1","696","2","1","6/3/2024 18:11:16","30/5/2024 14:26:11","30/5/2024 14:26:11","0"
"346","Inquiry on Invoice Processing - Invoice No. #LM1147","10345","1","696","1","1","6/3/2024 18:13:19","6/3/2024 19:07:30","6/3/2024 19:07:30","0"
"347","Create Static Page","10346","1","343","2","1","7/3/2024 09:05:43","24/11/2024 12:26:19","24/11/2024 12:25:49","0"
"348","تغییرات جزئی ظاهری ","10347","1","379","2","1","7/3/2024 16:11:19","15/12/2024 10:27:12","15/12/2024 10:27:12","0"
"349","Inquiry on Invoice Processing - Invoice No. #LM1148","10348","1","379","1","1","7/3/2024 21:33:48","27/3/2024 22:21:40","27/3/2024 22:21:40","0"
"350","https://businesstravel.luxota.ai   trial website is not showing TS ","10349","1","61","2","1","8/3/2024 10:52:31","9/3/2024 12:26:12","9/3/2024 12:26:12","0"
"351","apply GCC's voucher on the Summer Holiday and Durat Al-Shabab websites","10350","1","452","2","3","9/3/2024 09:31:38","9/3/2024 09:31:54","9/3/2024 09:31:54","0"
"352","The issue of tour services","10351","1","188","2","1","9/3/2024 10:04:19","16/8/2025 15:36:57","16/8/2025 15:36:57","0"
"353","Opening a price inquiry service from the API for Summer Holiday and Durat Al-Shabab sites","10352","1","452","2","1","9/3/2024 10:14:41","17/3/2024 08:29:24","17/3/2024 08:29:24","0"
"354","پیاده سازی درگاه تبادل ","10353","1","258","2","1","9/3/2024 14:19:21","27/8/2025 11:56:25","27/8/2025 11:56:25","0"
"355","پکیج و ویزا روی بتا تا مرحله وچر نمیرسد","10354","1","6","2","1","11/3/2024 09:22:46","5/9/2024 13:35:52","5/9/2024 13:35:52","0"
"356","OmanNet Test Credential Payment Gateway Link  ","10355","1","379","2","1","11/3/2024 17:10:24","5/9/2024 13:36:06","5/9/2024 13:36:06","0"
"357","تغییر دیزاین Travelergate.ae ","10356","1","1","2","3","12/3/2024 01:23:28","12/3/2024 10:07:52","12/3/2024 10:06:20","0"
"358","Adding Google tag to Summerholidays.app","10357","1","188","2","1","12/3/2024 03:14:58","9/4/2024 22:07:21","9/4/2024 22:07:21","0"
"359","Adding Google Tag to Duratalshabab.com","10358","1","188","2","1","12/3/2024 03:23:53","9/4/2024 22:06:44","9/4/2024 22:06:44","0"
"360","Inquiry on Invoice Processing - Invoice No. #LM1149","10359","1","4","1","1","12/3/2024 13:30:52","18/3/2024 17:41:36","18/3/2024 17:41:36","0"
"361","Inquiry on Invoice Processing - Invoice No. #LM1150","10360","1","4","1","1","12/3/2024 13:38:50","18/3/2024 17:41:38","18/3/2024 17:41:38","0"
"362","Inquiry on Invoice Processing - Invoice No. #LM1151","10361","1","4","1","1","12/3/2024 13:42:11","18/3/2024 17:41:40","18/3/2024 17:41:40","0"
"363","Inquiry on Invoice Processing - Invoice No. #LM1152","10362","1","4","1","1","12/3/2024 13:45:35","18/3/2024 17:41:42","18/3/2024 17:41:42","0"
"364","Google Tag Manager Code","10363","1","452","2","3","12/3/2024 20:40:07","12/3/2024 23:21:54","12/3/2024 23:21:30","0"
"365","Google Code for Durat Alshabab","10364","1","452","2","3","12/3/2024 22:53:06","12/3/2024 23:17:02","12/3/2024 23:16:26","0"
"366","api ur ailine","10365","1","261","2","1","13/3/2024 10:49:06","16/8/2025 15:37:13","16/8/2025 15:37:13","0"
"367","Two-way Jazeera issue","10366","1","188","2","1","13/3/2024 23:19:11","9/4/2024 22:05:06","9/4/2024 22:05:06","0"
"368","Activate email","10367","1","261","2","1","14/3/2024 16:38:01","16/8/2025 15:37:30","16/8/2025 15:37:30","0"
"369","Flight Addition API option is missing to TG.AE ","10368","1","61","2","1","15/3/2024 13:37:53","12/11/2024 15:14:55","12/11/2024 15:14:55","0"
"370","creating new LUXOTA staff CRM account and profile ","10369","1","61","2","1","15/3/2024 14:23:06","17/3/2024 08:32:28","17/3/2024 08:32:28","0"
"371","Lead addition in CRM portal ","10370","1","61","2","1","16/3/2024 14:13:24","29/3/2024 17:23:40","29/3/2024 17:23:40","0"
"372","Mobile View","10371","1","452","2","3","16/3/2024 16:23:34","17/3/2024 08:09:47","17/3/2024 08:09:38","0"
"373","Inquiry on Invoice Processing - Invoice No. #LM1153","10372","1","268","1","1","18/3/2024 15:51:19","12/11/2024 15:19:48","12/11/2024 15:19:48","0"
"374","Inquiry on Invoice Processing - Invoice No. #LM1154","10373","1","701","1","1","19/3/2024 13:08:04","12/11/2024 15:22:17","12/11/2024 15:22:17","0"
"375","Mobile Application Development ","10374","1","271","2","1","19/3/2024 14:21:20","16/8/2025 15:37:50","16/8/2025 15:37:50","0"
"376","Emirates API Access","10375","1","261","1","1","21/3/2024 12:47:01","16/8/2025 15:38:09","16/8/2025 15:38:09","0"
"377","URL Change","10376","1","452","2","3","21/3/2024 15:40:53","23/3/2024 20:55:01","23/3/2024 20:54:48","0"
"378","WhatsApp Icon","10377","1","452","2","4","21/3/2024 16:44:20","23/3/2024 22:52:16","23/3/2024 22:52:10","0"
"379","Old version of web/mobile view","10378","1","452","2","3","22/3/2024 02:55:15","27/3/2024 13:04:17","22/3/2024 11:47:16","0"
"380","New Purchasing confirmation web page","10379","1","452","2","3","22/3/2024 03:31:48","27/3/2024 12:59:01","22/3/2024 11:49:29","0"
"381","امنیت: رمز ست شده برای کاربر باید پیچیده باشد","10380","1","1","2","1","23/3/2024 05:25:14","23/11/2024 11:12:48","23/11/2024 11:12:48","0"
"382","امنیت: پسوردی که توسط ادمین ساخته می شود، پس از لاگ این درخواست شود که عوض شود","10381","1","1","2","1","23/3/2024 05:42:13","23/11/2024 11:13:52","23/11/2024 11:13:52","0"
"383","امنیت: تغییر پسورد ساپرت در همه سایتها و غیر فعال کردن آن","10382","1","1","2","1","23/3/2024 05:49:21","13/5/2024 20:50:52","13/5/2024 20:50:52","0"
"384","امنیت: فورس کنید که هر 1 ماه یکبار کاربر غیر مهمان پسوردش را عوض کنید","10383","1","1","2","3","23/3/2024 05:52:07","23/3/2024 13:26:46","23/3/2024 13:26:16","0"
"385","امنیت : برای عملیات لاگ این لاگ ثبت شود","10384","1","1","1","3","23/3/2024 06:00:04","23/3/2024 13:31:39","23/3/2024 13:31:34","0"
"386","امنیت: لاگ دقیق یک بوک ذخیره شود","10385","1","1","2","1","23/3/2024 06:06:27","23/11/2024 11:14:17","23/11/2024 11:14:17","0"
"387","امنیت: همه اکانتهای سایتها بعد از یک ساعت لاگ اوت شوند","10386","1","1","2","1","23/3/2024 06:08:02","23/11/2024 11:15:03","23/11/2024 11:15:03","0"
"388","امنیت : فیلتر های ادیت لاگ کار نمیکند","10387","1","1","2","3","23/3/2024 06:08:54","23/3/2024 13:42:46","23/3/2024 13:42:37","0"
"389","امنیت: تشکیل جلسه اصلاحات ادیت لاگ","10388","1","1","2","1","23/3/2024 06:10:16","23/11/2024 11:14:59","23/11/2024 11:14:59","0"
"390","Creating a new Live Trial peacefulskytravel.luxota.ai","10389","1","61","2","1","23/3/2024 11:01:30","29/3/2024 15:57:30","29/3/2024 15:57:30","0"
"391","create a new Live trial subdomain site , safeertour.luxota.ai","10390","1","61","2","1","23/3/2024 11:12:39","29/3/2024 15:57:08","29/3/2024 15:57:08","0"
"392","Primary and Second color","10391","1","452","2","3","23/3/2024 21:15:57","23/3/2024 22:41:01","23/3/2024 22:41:01","0"
"393","افزونه چت آنلاین","10392","1","379","2","1","23/3/2024 21:52:11","18/8/2025 15:16:30","18/8/2025 15:16:30","0"
"394","Feature for Payment Gaetways","10393","1","188","2","3","24/3/2024 00:21:40","25/3/2024 11:34:40","25/3/2024 11:34:37","0"
"395","بخش Forgot password ایمیل ارسال نمیکند","10394","1","258","2","1","24/3/2024 05:00:29","15/9/2024 23:18:35","15/9/2024 23:18:35","0"
"396","همه پسوردهای سایت فلای پاک شود","10395","1","258","2","1","24/3/2024 05:04:32","20/11/2024 12:48:53","20/11/2024 12:48:53","0"
"397","سشن اکسپایری روی یک ساعت ست شود","10396","1","258","2","1","24/3/2024 05:16:53","15/9/2024 23:19:18","15/9/2024 23:19:18","0"
"398","لاگ این با OTP روی ایمیل انجام شود","10397","1","258","2","1","24/3/2024 05:27:46","15/9/2024 23:19:41","15/9/2024 23:19:41","0"
"399","بررسی بوکهایی که مورد اتک دو روز پیش قرار گرفتند. آژانس نیزاک","10398","1","258","2","1","24/3/2024 05:33:20","15/9/2024 23:20:29","15/9/2024 23:20:29","0"
"400","Wrong showing amount in Tbo Api supplier No 815999 BHD Currency","10399","1","188","2","1","25/3/2024 02:10:54","20/8/2025 15:10:38","20/8/2025 15:10:38","0"
"401"," travelergate.ae عدم اعمال تغییر آدرس سایت","10400","1","126","1","1","25/3/2024 13:57:36","13/11/2024 10:28:19","13/11/2024 10:28:19","0"
"402","Inquiry on Invoice Processing - Invoice No. #LM1155","10401","1","287","1","1","25/3/2024 14:49:00","24/11/2024 12:33:37","24/11/2024 12:33:37","0"
"403","activating k pluse supplier","10402","1","287","1","1","25/3/2024 14:56:09","18/8/2025 15:18:37","18/8/2025 15:18:37","0"
"404","Inquiry on Invoice Processing - Invoice No. #LM1156","10403","1","271","1","1","25/3/2024 15:06:05","26/3/2024 23:53:31","26/3/2024 23:53:31","0"
"405","GCC Sabre ","10404","1","188","2","1","25/3/2024 23:49:14","26/3/2024 22:01:32","26/3/2024 22:01:32","0"
"406","Inquiry on Invoice Processing - Invoice No. #LM1157","10405","1","261","1","1","26/3/2024 13:16:21","27/9/2024 13:57:03","27/9/2024 13:57:03","0"
"407","Inquiry on Invoice Processing - Invoice No. #LM1158","10406","1","261","1","1","26/3/2024 13:20:45","26/3/2024 23:57:50","26/3/2024 23:57:50","0"
"408","Inquiry on Invoice Processing - Invoice No. #LM1159","10407","1","696","1","1","26/3/2024 15:20:14","30/5/2024 14:26:54","30/5/2024 14:26:54","0"
"409","Inquiry on Invoice Processing - Invoice No. #LM1160","10408","1","258","1","1","26/3/2024 15:42:18","13/11/2024 10:32:49","13/11/2024 10:32:49","0"
"410","Inquiry on Invoice Processing - Invoice No. #LM1161","10409","1","4","1","1","26/3/2024 19:13:17","27/3/2024 08:38:36","27/3/2024 08:38:36","0"
"411","Branded Fare","10410","1","188","2","1","27/3/2024 00:35:28","20/8/2025 15:12:55","20/8/2025 15:12:55","0"
"412","تغییر جایگاه تغییر زبان در سایت ","10411","1","379","2","1","27/3/2024 13:19:30","18/8/2025 15:19:49","18/8/2025 15:19:49","0"
"413","اضافه کردن آی دی ساپلایر به لیست ساپلایرها هنگام اضافه کردن subscription","10412","1","2","2","3","27/3/2024 13:44:36","27/3/2024 15:49:01","27/3/2024 13:44:36","0"
"414","Inquiry on Invoice Processing - Invoice No. #LM1162","10413","1","379","1","1","27/3/2024 20:45:53","27/9/2024 13:57:18","27/9/2024 13:57:18","0"
"415","اقامت 2","10414","1","379","1","1","27/3/2024 21:46:41","18/8/2025 15:21:26","18/8/2025 15:21:26","0"
"416","GCC and .app","10415","1","188","2","1","27/3/2024 22:35:28","18/8/2025 15:22:48","18/8/2025 15:22:48","0"
"417","Urgent Tasks - Priorities NOW","10416","1","188","2","2","28/3/2024 00:53:41","31/3/2024 17:49:16","31/3/2024 17:48:57","0"
"418","Arabic word facing left side","10417","1","452","1","3","28/3/2024 02:48:04","28/3/2024 13:21:34","28/3/2024 13:21:34","0"
"419","Exchange Rate ","10418","1","379","2","1","28/3/2024 10:00:45","15/12/2024 10:27:39","15/12/2024 10:27:39","0"
"420","API","10419","1","261","2","1","28/3/2024 10:07:57","18/8/2025 15:23:27","18/8/2025 15:23:27","0"
"421","HOTEL API","10420","1","261","2","1","28/3/2024 12:50:50","18/8/2025 15:24:31","18/8/2025 15:24:31","0"
"422","Inquiry on Invoice Processing - Invoice No. #LM1163","10421","1","287","1","1","28/3/2024 14:48:20","24/11/2024 12:32:19","24/11/2024 12:32:19","0"
"423","کنسلی تنها یک مسیر بلیت رفت و برگشت","10422","1","258","2","1","28/3/2024 15:42:23","18/8/2025 15:25:57","18/8/2025 15:25:57","0"
"424","Hold bookings still payable after time limit exceed","10423","1","188","2","1","29/3/2024 05:33:20","20/8/2025 15:13:57","20/8/2025 15:13:57","0"
"425","تغییر دیزاین های دو سایت زیر مجموعه فلای4آل به تمپلیت برکات","10424","1","258","2","1","29/3/2024 17:20:55","15/9/2024 23:21:05","15/9/2024 23:21:05","0"
"426","پروفیت سرویسهای دریافتی از api در گزارش نمایش داده نمیشود","10425","1","1","2","1","29/3/2024 23:10:47","23/11/2024 11:16:16","23/11/2024 11:16:16","0"
"427","نمایش جدول basic rules بصورت ماتریسی","10426","1","1","2","3","29/3/2024 23:18:40","30/3/2024 17:45:54","29/3/2024 23:18:40","0"
"428","BUG FIX:The problem of displaying the package price","10427","1","188","2","1","30/3/2024 10:30:01","18/8/2025 15:27:01","18/8/2025 15:27:01","0"
"429","Inquiry on Invoice Processing - Invoice No. #LM1164","10428","1","261","1","1","30/3/2024 13:25:22","27/9/2024 13:56:30","27/9/2024 13:56:30","0"
"430","Inquiry on Invoice Processing - Invoice No. #LM1165","10429","1","261","1","1","30/3/2024 14:48:48","27/9/2024 13:57:29","27/9/2024 13:57:29","0"
"431","Tap Payment Service","10430","1","452","2","3","30/3/2024 21:32:10","31/3/2024 00:19:47","30/3/2024 21:42:00","0"
"432","problem YAHOO mail","10431","1","258","2","1","31/3/2024 14:04:52","15/9/2024 23:21:43","15/9/2024 23:21:43","0"
"433","Inquiry on Invoice Processing - Invoice No. #LM1166","10432","1","188","1","1","31/3/2024 14:07:48","31/3/2024 14:52:12","31/3/2024 14:52:12","0"
"434","Inquiry on Invoice Processing - Invoice No. #LM1167","10433","1","188","1","1","31/3/2024 14:10:54","31/3/2024 14:55:45","31/3/2024 14:55:45","0"
"435","I am writing to inform you that the payment for invoice #LM1166 pertaining to purchases made on the Luxota market, has been successfully cleared.","10434","1","188","1","1","31/3/2024 14:27:30","31/3/2024 14:50:07","31/3/2024 14:50:07","0"
"436","Error using market.luxota.net","10435","1","188","2","1","31/3/2024 14:52:15","18/8/2025 15:29:58","18/8/2025 15:29:58","0"
"437","درخواست اتوماتیک ترجمه برای سیستم اقامت 24.","10436","1","379","2","1","31/3/2024 20:24:19","1/10/2024 13:43:51","1/10/2024 13:43:51","0"
"438","E-wallet and Visa","10437","1","188","2","1","31/3/2024 21:22:31","18/8/2025 15:31:00","18/8/2025 15:31:00","0"
"439","اضافه إمكان تغيير دو رنگ اصلی تمپلت سایت برکات الکوثر ","10438","1","258","2","1","1/4/2024 08:13:25","15/9/2024 23:22:51","15/9/2024 23:22:51","0"
"440","باگ فیکس : پلاگها در مارکت پلیس نمایش نمیشن ","10439","1","258","2","1","1/4/2024 08:25:44","20/11/2024 12:49:21","20/11/2024 12:49:21","0"
"441","Live Trial Travel services not apearing ","10440","1","61","2","1","1/4/2024 13:33:24","16/11/2024 05:32:05","16/11/2024 05:32:05","0"
"442","Travel services (Hotel), not appearing to https://safeertour.luxota.ai/hotel-result?status=true&sessionId=1ato4belrpp48tqfii1ngv9v660a8617148aa&lang=EN","10441","1","61","2","1","1/4/2024 13:36:05","14/9/2025 15:34:33","14/9/2025 15:34:33","0"
"443","I am writing to inform you that the payment for invoice #LM1164 pertaining to purchases made on the Luxota market, has been successfully cleared.","10442","1","261","1","1","1/4/2024 15:09:56","16/11/2024 05:32:30","16/11/2024 05:32:30","0"
"444","I am writing to inform you that the payment for invoice #LM1165 pertaining to purchases made on the Luxota market, has been successfully cleared.","10443","1","261","1","1","1/4/2024 15:56:45","16/11/2024 05:32:49","16/11/2024 05:32:49","0"
"445","adding hotel extra net extra city in Iraq ","10444","1","287","2","1","1/4/2024 16:34:41","21/4/2024 11:31:19","21/4/2024 11:31:19","0"
"446","Static Page Issue","10445","1","188","2","1","1/4/2024 20:59:22","18/8/2025 15:32:01","18/8/2025 15:32:01","0"
"447","MSQ","10446","1","188","2","1","1/4/2024 23:14:39","18/8/2025 15:32:53","18/8/2025 15:32:53","0"
"448","API errors","10447","1","258","2","1","2/4/2024 16:45:08","20/11/2024 12:49:42","20/11/2024 12:49:42","0"
"449","Inquiry on Invoice Processing - Invoice No. #LM1168","10448","1","258","1","1","2/4/2024 17:03:12","2/4/2024 17:47:57","2/4/2024 17:47:57","0"
"450","I am writing to inform you that the payment for invoice #LM1168 pertaining to purchases made on the Luxota market, has been successfully cleared.","10449","1","258","1","1","2/4/2024 17:04:42","2/4/2024 17:49:24","2/4/2024 17:49:24","0"
"451","I am writing to inform you that the payment for invoice #LM1159 pertaining to purchases made on the Luxota market, has been successfully cleared.","10450","1","696","1","1","2/4/2024 20:29:52","2/4/2024 21:34:38","2/4/2024 21:34:38","0"
"452","اتصال به شرکت سپهر هاب و API","10451","1","379","2","1","2/4/2024 21:27:05","9/4/2024 12:51:30","9/4/2024 12:51:30","0"
"453","ADD OPTION TO UPLOAD DOCUMENTS","10452","1","716","2","1","3/4/2024 11:51:06","18/4/2024 10:38:02","18/4/2024 10:38:02","0"
"454","Showing Arabic Hotel  Name","10453","1","188","2","2","4/4/2024 11:56:55","12/4/2024 13:31:38","12/4/2024 13:30:09","0"
"455","user interface","10454","1","261","1","1","4/4/2024 17:50:35","18/8/2025 15:34:20","18/8/2025 15:34:20","0"
"456","Airarabia MultiCity Special Route ","10455","1","188","2","1","5/4/2024 00:13:48","18/8/2025 15:34:55","18/8/2025 15:34:55","0"
"457","طرح جدید صفحه در حال اپلود","10456","1","1","2","3","5/4/2024 16:30:36","5/4/2024 18:01:45","5/4/2024 18:01:41","0"
"458","Website System Knowledge Transfer","10457","1","343","2","1","6/4/2024 11:46:22","18/8/2025 15:35:37","18/8/2025 15:35:37","0"
"459","Connection Flight","10458","1","188","2","2","6/4/2024 22:41:34","6/4/2024 23:25:31","6/4/2024 23:19:26","0"
"460","Languages","10459","1","188","2","1","7/4/2024 00:21:21","20/8/2025 15:14:36","20/8/2025 15:14:36","0"
"461","Inquiry on Invoice Processing - Invoice No. #LM1169","10460","1","1","1","1","7/4/2024 16:26:53","16/11/2024 05:36:34","16/11/2024 05:36:34","0"
"462","اضافه کردن تنظیمات رنگ اصلی و ثانوی به دو نود جدید","10461","1","258","2","1","8/4/2024 12:32:01","15/9/2024 23:23:11","15/9/2024 23:23:11","0"
"463","دریافت IP وبسایت ","10462","1","379","2","1","8/4/2024 13:22:12","8/4/2024 19:27:29","8/4/2024 19:27:29","0"
"464","the logo","10463","1","261","1","1","8/4/2024 14:13:44","20/8/2025 15:16:04","20/8/2025 15:16:04","0"
"465","Two Times Payment","10464","1","188","2","2","8/4/2024 14:29:59","8/4/2024 16:12:38","8/4/2024 16:12:36","0"
"466","ادغام دو پرواز چارتری برای پرواز  غیر مستقیم مالتی سگمنت","10465","1","188","2","1","8/4/2024 15:23:04","20/8/2025 15:17:43","20/8/2025 15:17:43","0"
"467","Inquiry on Invoice Processing - Invoice No. #LM1170","10466","1","1","1","1","8/4/2024 17:45:09","16/11/2024 05:38:03","16/11/2024 05:38:03","0"
"469","Inquiry on Invoice Processing - Invoice No. #LM1171","10467","1","379","1","1","9/4/2024 12:35:53","9/4/2024 12:53:20","9/4/2024 12:53:20","0"
"470","Inquiry on Invoice Processing - Invoice No. #LM1172","10468","1","258","1","1","9/4/2024 17:23:17","9/4/2024 20:40:31","9/4/2024 20:40:31","0"
"471","تعدد اتصال به API ها ","10469","1","379","2","1","9/4/2024 19:58:38","9/4/2024 21:56:45","9/4/2024 21:56:45","0"
"472","مشکل ساپلایر شام وینگز","10470","1","258","2","1","11/4/2024 10:46:40","20/11/2024 12:51:08","20/11/2024 12:51:08","0"
"473","FONT IN STATIC PAGES","10471","1","188","2","1","11/4/2024 23:17:46","20/8/2025 15:18:01","20/8/2025 15:18:01","0"
"474","MISSING ACCOUNTING TRANS","10472","1","188","2","1","11/4/2024 23:31:03","20/8/2025 15:18:57","20/8/2025 15:18:57","0"
"475","مشکل عدم صدور رزرو فلای دبی از سپلایر السفاری ","10473","1","258","2","1","13/4/2024 12:00:37","20/11/2024 12:52:14","20/11/2024 12:52:14","0"
"476","نوع بلیط","10474","1","719","1","1","13/4/2024 17:35:26","20/8/2025 15:19:10","20/8/2025 15:19:10","0"
"477","گزارش خریدهای اکانت","10475","1","719","1","1","13/4/2024 17:37:53","20/8/2025 15:19:23","20/8/2025 15:19:23","0"
"478","فیش صندوق قسمت هتل یا پرواز","10476","1","719","1","1","13/4/2024 17:45:34","16/12/2024 15:13:48","16/12/2024 15:13:48","0"
"479","پیامک به مسافر همکار","10477","1","719","1","1","13/4/2024 17:50:01","16/12/2024 15:14:14","16/12/2024 15:14:14","0"
"480","امکان استرداد آنلاین بلیط","10478","1","719","1","1","13/4/2024 17:58:00","16/12/2024 15:14:40","16/12/2024 15:14:40","0"
"481","نوع اتاق هتل","10479","1","719","1","1","13/4/2024 17:59:04","20/8/2025 15:20:01","20/8/2025 15:20:01","0"
"482","فاکتور رسمی","10480","1","719","1","1","13/4/2024 18:00:13","16/12/2024 15:15:00","16/12/2024 15:15:00","0"
"483","فیش صندوق","10481","1","719","1","1","13/4/2024 18:00:55","16/12/2024 15:15:20","16/12/2024 15:15:20","0"
"484","عدم نمایش برخی پروازها","10482","1","719","1","1","13/4/2024 18:01:57","16/12/2024 15:15:39","16/12/2024 15:15:39","0"
"485","Push Notifications mob visitors","10483","1","188","2","1","13/4/2024 22:55:29","20/8/2025 15:20:17","20/8/2025 15:20:17","0"
"486","Data pullout Emails/Mob ","10484","1","188","2","1","13/4/2024 23:00:13","20/8/2025 15:20:33","20/8/2025 15:20:33","0"
"487","Inquiry on Invoice Processing - Invoice No. #LM1173","10485","1","258","1","1","14/4/2024 10:48:50","14/4/2024 12:56:48","14/4/2024 12:56:48","0"
"488","Inquiry on Invoice Processing - Invoice No. #LM1174","10486","1","258","1","1","14/4/2024 11:04:55","14/4/2024 12:57:31","14/4/2024 12:57:31","0"
"489","اعمال 2درصد سود روی پرتو","10487","1","719","1","1","14/4/2024 12:41:50","16/12/2024 15:15:57","16/12/2024 15:15:57","0"
"490","Static Pages","10488","1","188","2","1","15/4/2024 19:18:40","20/8/2025 15:21:16","20/8/2025 15:21:16","0"
"491","IRR CURRENCT SHOWING","10489","1","188","2","2","15/4/2024 19:25:03","19/4/2024 11:10:35","19/4/2024 10:09:31","0"
"492","مدت اعتبار پاسپورت نباید بیشتر از 8 سال باشه ","10490","1","258","2","1","16/4/2024 09:40:06","15/9/2024 23:23:34","15/9/2024 23:23:34","0"
"493","specify the name of the city (Baghdad)","10491","1","258","2","1","16/4/2024 12:44:16","15/9/2024 23:24:14","15/9/2024 23:24:14","0"
"494","Preparing access details fo AS TRAVEL ","10492","1","698","2","1","16/4/2024 13:26:15","14/9/2025 15:35:18","14/9/2025 15:35:18","0"
"495","multy city local flights","10493","1","188","2","1","16/4/2024 16:01:19","20/8/2025 15:21:31","20/8/2025 15:21:31","0"
"496"," باگ مربوط به تیکیت نامبر پروازای لوکال","10494","1","6","1","1","17/4/2024 11:29:03","4/9/2024 13:55:04","4/9/2024 13:55:04","0"
"497","One way issue","10495","1","188","2","1","17/4/2024 12:19:22","20/8/2025 15:22:24","20/8/2025 15:22:24","0"
"498","تست کیس های ایران ایرتورز","10496","1","258","2","1","17/4/2024 12:31:22","15/9/2024 23:25:10","15/9/2024 23:25:10","0"
"499","تسک های فنی  از طرف آقای خانی","10497","1","6","1","3","17/4/2024 12:42:07","17/4/2024 18:17:48","17/4/2024 12:42:07","0"
"500","لطفا refund permission روی همه درگاهها پیاده سازی شود","10498","1","1","2","1","17/4/2024 21:33:20","23/11/2024 11:16:07","23/11/2024 11:16:07","0"
"501","تایم اوت OTP روی 3 ددقیقه شود","10499","1","258","2","1","17/4/2024 21:55:17","15/9/2024 23:26:01","15/9/2024 23:26:01","0"
"502","مشکل ارسال ایمیل به کاربرهای دارای اکانت یاهو","10500","1","258","2","1","17/4/2024 21:57:29","15/9/2024 23:26:30","15/9/2024 23:26:30","0"
"503","امکان Copy paste در باکسهای OTP فراهم شود","10501","1","258","2","1","17/4/2024 21:59:14","20/11/2024 12:52:33","20/11/2024 12:52:33","0"
"504","Error in uploading documents","10502","1","708","2","1","18/4/2024 10:37:42","24/11/2024 12:04:46","24/11/2024 12:04:46","0"
"505","cast test","10503","1","261","2","1","18/4/2024 14:07:47","18/4/2024 18:04:36","18/4/2024 18:04:36","0"
"506","مشکل در رجیستر کردن یوزر","10504","1","126","1","1","18/4/2024 16:46:38","16/11/2024 05:48:01","16/11/2024 05:48:01","0"
"507","عدم نمایش عکس هتل پس از اعمال فیلتر روی سرچ","10505","1","1","2","1","19/4/2024 13:36:48","11/9/2024 13:12:03","11/9/2024 13:12:03","0"
"508","بج شماره اتاق روی پروفایل هتل","10506","1","1","2","3","19/4/2024 13:38:47","19/4/2024 13:41:21","19/4/2024 13:41:17","0"
"509","باگ: مشکل عدم نمایش پروفایل پکیجی که تاریخ جدید ندارد","10507","1","1","2","1","19/4/2024 19:30:40","23/11/2024 11:17:52","23/11/2024 11:17:52","0"
"510","امکان رزرو آن هولد برای کلاینت های مستقل","10508","1","258","2","1","20/4/2024 15:11:40","15/9/2024 23:26:50","15/9/2024 23:26:50","0"
"511","مشکل در تبلت ویو ","10509","1","258","2","1","21/4/2024 14:15:35","15/9/2024 23:27:53","15/9/2024 23:27:53","0"
"512","انجام تست کیس های سپلایر ایران ایر تورز","10510","1","258","2","1","21/4/2024 19:21:19","15/9/2024 23:28:30","15/9/2024 23:28:30","0"
"513","مشکل در سرچ هتل ","10511","1","258","2","1","21/4/2024 20:15:49","20/11/2024 13:07:18","20/11/2024 13:07:18","0"
"514","IRR Currency Overlap","10512","1","188","2","1","22/4/2024 13:28:43","10/11/2024 09:46:07","10/11/2024 09:46:07","0"
"515","Some issues and features","10513","1","188","2","1","22/4/2024 14:49:02","20/8/2025 15:23:00","20/8/2025 15:23:00","0"
"516","RULE NOT APPLIED","10514","1","188","1","1","23/4/2024 09:23:14","20/8/2025 15:23:51","20/8/2025 15:23:51","0"
"517","باگ: بررسی مشکل خطا در اضافه یوزر جدید ","10515","1","258","2","1","23/4/2024 12:42:13","20/11/2024 13:07:41","20/11/2024 13:07:41","0"
"518","Chang the mobile view ","10516","1","261","2","1","23/4/2024 13:57:52","20/8/2025 15:24:46","20/8/2025 15:24:46","0"
"519","bug: access level local services","10517","1","188","2","1","23/4/2024 16:34:47","20/8/2025 15:25:15","20/8/2025 15:25:15","0"
"520","باگ: اصلاح نمایش مبدا و مقصد در لیست پکیج های لوکال","10518","1","2","2","1","24/4/2024 19:05:25","11/9/2024 10:02:01","11/9/2024 10:02:01","0"
"521","باگ: سرچ نام پکیج به زبان های غیر از انگلیسی","10519","1","2","2","1","24/4/2024 19:10:36","14/9/2025 15:16:35","14/9/2025 15:16:35","0"
